id,table,offset,length,japanese,korean
story_624,story,03609C,27,しのぶ「いくよ! みんな! じゅんびはいいね!,시노부「간다! 다들! 준비됐지!
story_625,story,0360B7,9,しのぶ「はい!,시노부「네!
story_626,story,0360C0,14,しのぶ「{VAR:45} ですね!,시노부「{VAR:45}이군요!
story_627,story,0360CE,18,しのぶ「{VAR:42}さん。 はい これ!,"시노부「{VAR:42} 씨. 자, 이거!"
story_628,story,0360E0,15,しのぶ「みんな! これね!,시노부「다들! 이거야!
story_629,story,0360EF,29,"クリッシイ「さいしょの あいては
      ”{VAR:46}”。","크리시「첫 번째 상대는 ""{VAR:46}""."
story_630,story,03610C,28,"クリッシイ「つぎの あいては
      ”{VAR:46}”。","크리시「다음 상대는 ""{VAR:46}""."
story_631,story,036128,34,"クリッシイ「じゅんけっしょうの あいては
      ”{VAR:46}”。","크리시「준결승 상대는 ""{VAR:46}""."
story_632,story,03614A,30,"クリッシイ「けっしょうの あいては
      ”{VAR:46}”。","크리시「결승 상대는 ""{VAR:46}""."
story_633,story,036168,42,"クリッシイ「このしあいから ”ネオスタジアム”
      で しあいです。","크리시「이번 시합부터 ""네오 스타디움""에서 시합입니다."
story_634,story,036192,36,"クリッシイ「にほんの チームは いがいと
      つよいです。",크리시「일본 팀은 의외로 강합니다.
story_635,story,0361B6,48,"クリッシイ「パワーで おせば かてるの?
      もうすこし かんがえましょうよ!",크리시「힘으로 밀면 이기나요? 조금 더 생각합시다!
story_636,story,0361E6,49,"クリッシイ「えっ? ”さわむら”って おんな
      なのですね。 しんじられない・・。","크리시「네? ""사와무라""가 여자라고요. 믿을 수 없어…."
story_637,story,036217,48,"クリッシイ「どのチームも ゆだんは きんもつ。
      しんちょうに いきましょうね!",크리시「어느 팀이든 방심은 금물. 신중하게 갑시다!
story_638,story,036247,43,"クリッシイ「これにかてば ほんとうに
      せかいいちに なれるんですね。",크리시「이기면 정말 세계 최고가 되는 거군요.
story_639,story,036272,10,クリッシイ「はい!,크리시「네!
story_640,story,03627C,15,クリッシイ「{VAR:45} ですね!,크리시「{VAR:45}이군요!
story_641,story,03628B,16,クリッシイ「{VAR:42} どうぞ!,"크리시「{VAR:42}, 여기요!"
story_642,story,03629B,19,クリッシイ「みなさん! どうぞ!,크리시「여러분! 여기요!
story_643,story,0362AE,5,「{VAR:42}は,「{VAR:42}는
story_644,story,0362B3,6,「みんなは,「모두는
story_645,story,0362B9,13,「”{VAR:45}”を つかった。,"「""{VAR:45}""을(를) 썼다."
story_646,story,0362C6,14,「”{VAR:45}”を みにつけた。,"「""{VAR:45}""을(를) 몸에 걸쳤다."
story_647,story,0362D4,14,「”{VAR:45}”を はめてみた。,"「""{VAR:45}""을(를) 끼워 보았다."
story_648,story,0362E2,14,「”{VAR:45}”を はいてみた。,"「""{VAR:45}""을(를) 신어 보았다."
story_649,story,0362F0,16,「”{VAR:45}”を にぎってみた。,"「""{VAR:45}""을(를) 쥐어 보았다."
story_650,story,036300,13,「”{VAR:45}”を のんだ。,"「""{VAR:45}""을(를) 마셨다."
story_651,story,03630D,11,「”{VAR:45}”を みた。,"「""{VAR:45}""을(를) 보았다."
story_652,story,036318,21,「”りきのゆうじょう”を たしかめた。,"「""리키의 우정""을 확인했다."
story_653,story,03632D,32,"「こいつは ”かたい”ぞ!
 だりょくが アップした。","「이 녀석 ""단단하다""! 타력이 올랐다."
story_654,story,03634D,34,"「みなぎる パワー!
 だりょくが かなり アップした。",「넘치는 파워! 타력이 크게 올랐다.
story_655,story,03636F,36,"「いつもより うてる きがする。
 ミートりょくが アップした。",「평소보다 잘 칠 것 같다. 미트력이 올랐다.
story_656,story,036393,49,"「これは とっても つかいやすい バットだね!
 ミートりょくが すごく アップした。",「이건 아주 쓰기 편한 배트다! 미트력이 굉장히 올랐다.
story_657,story,0363C4,48,"「バントくんが ちうちう すいつく!
 ちからが ぬけて バントが しやすくなった。",「번트군이 쪽쪽 달라붙는다! 힘이 빠져 번트가 쉬워졌다.
story_658,story,0363F4,46,"「まばゆい ひかりが {VAR:42}をつつむ!
 ”だげきのかみさま”と ひとつに なった。","「눈부신 빛이 {VAR:42}를 감싼다! ""타격의 신""과 하나가 되었다."
story_659,story,036422,46,"「ミラクルロッドは ぶきみに ほほえむ!
 あいての チームは ブルッと ふるえた。",「미라클 로드가 섬뜩하게 미소 짓는다! 상대 팀은 부르르 떨었다.
story_660,story,036450,38,"「おまえは チャンスに つよいのだ!
 {VAR:42}は あんじに かけられた。",「너는 찬스에 강하다! {VAR:42}는 암시에 걸렸다.
story_661,story,036476,44,"「ああ! こみあげる じょうねつ!
 ストレートに おもいを ぶつけたくなった!",「아아! 끓어오르는 열정! 직구에 마음을 부딪치고 싶어졌다!
story_662,story,0364A2,46,"「べらんめえ! まがったことは だいきらいだ!
 {VAR:42}は へんかに つよくなった。",「에잇! 비뚤어진 건 딱 질색이다! {VAR:42}는 변화구에 강해졌다.
story_663,story,0364D0,40,"「よいこは きほんに ちゅうじつだ!
 しゅびりょくが アップした。",「착한 아이는 기본에 충실하다! 수비력이 올랐다.
story_664,story,0364F8,39,"「こ・これは すごい!
 しゅびりょくが すばらしく アップした。","「이, 이건 굉장해! 수비력이 훌륭하게 올랐다."
story_665,story,03651F,44,"「グラブの オーラが からだを まもる!
 うたれづよさが アップした。",「글러브의 오라가 몸을 지킨다! 맷집이 올랐다.
story_666,story,03654B,37,"「あああああああ! イライラする!
 せんとうりょくが アップした。",「아아아아아아! 짜증 난다! 전투력이 올랐다.
story_667,story,036570,42,"「おおっ! てにピッタリ ジャストフィットだ!
 {VAR:42}は きように なった。",「오옷! 손에 딱 맞는다! {VAR:42}는 손재주가 좋아졌다.
story_668,story,03659A,54,"「ああ・・だれかが とおくで ささやいている。
 ・・・さいみんこうかで どこでも まもれる!",「아아… 누군가 멀리서 속삭인다. …최면 효과로 어디든 지킬 수 있다!
story_669,story,0365D0,30,"「ナイスな バランス!
 コントロールが よくなった!",「나이스 밸런스! 컨트롤이 좋아졌다!
story_670,story,0365EE,38,"「かがくの ちからだ!
 うむを いわさず きゅういが アップ!",「과학의 힘이다! 다짜고짜 구위가 올랐다!
story_671,story,036614,39,"「かがくの しんぽだ!
 わけも わからず きゅういが アップ!",「과학의 진보다! 영문도 모른 채 구위가 올랐다!
story_672,story,03663B,33,"「あしが かるくなった きがする。
 そうりょく アップ!",「발이 가벼워진 것 같다. 주력 상승!
story_673,story,03665C,32,"「{VAR:42}は かぜと ひとつになった!
 そうりょく アップ!",「{VAR:42}는 바람과 하나가 되었다! 주력 상승!
story_674,story,03667C,47,"「シューズの オーラが からだを まもる!
 そうるいぼうぎょは バッチリだ!",「슈즈의 오라가 몸을 지킨다! 주루 방어는 완벽하다!
story_675,story,0366AB,41,"「シューズが きつくて イライラする!
 せんとうりょくが アップした。",「슈즈가 꽉 껴서 짜증 난다! 전투력이 올랐다.
story_676,story,0366D4,43,"「りきの きもちが みんなに つたわる!
 チームの きりょくが かいふくだ!",「리키의 마음이 모두에게 전해진다! 팀의 기력이 회복됐다!
story_677,story,0366FF,41,"「うっ!・・・・・・おおおっ!?
 たいりょくが あるていど かいふくした!",「윽!……오오옷!? 체력이 어느 정도 회복됐다!
story_678,story,036728,48,"「かいしんの えがおで てんを ゆびさす!
 たいりょくは かんぜんに かいふくした!",「회심의 미소로 하늘을 가리킨다! 체력이 완전히 회복됐다!
story_679,story,036758,47,"「うん・・・じみだが たしかに きいている!
 チームの たいりょくは かいふくした!",「응… 수수하지만 확실히 듣고 있다! 팀의 체력이 회복됐다!
story_680,story,036787,35,"「うん!うん! ニコ!ニコ!
 きりょくが すこし かいふくした。",「응! 응! 방긋! 방긋! 기력이 조금 회복됐다.
story_681,story,0367AA,31,"「やめてよ!・・・。
 ・・・きりょくを うしなった・・・。",「그만해!…. …기력을 잃었다….
story_682,story,0367C9,48,"「こ・これだ! もえあがる せいめいりょく!!
 きりょくは かんぜん かいふくだ!!","「이, 이거다! 타오르는 생명력!! 기력은 완전 회복이다!!"
story_683,story,0367F9,29,"「・・・・・・!
 ・・・きりょくを うしなった・・・。",「……! …기력을 잃었다….
story_684,story,036816,44,"「はこの なかから せいなる ひかりが・・・
 けんこうじょうたい かいふくだ!",「상자 속에서 성스러운 빛이… 건강 상태 회복이다!
story_685,story,036842,43,"「はっ!? なにものかに しゅごされた!
 けがを するきが まったくしない!",「헉!? 무언가에게 수호받았다! 다칠 것 같은 기분이 전혀 안 든다!
story_686,story,03686D,44,"「ゴッドな ひかりが こころを てらす!
 あくが きえさり うんがよくなる",「신성한 빛이 마음을 비춘다! 악이 사라지고 운이 좋아진다
story_687,story,036899,25,「”おしだし”で ランナーが かえります。,"「""밀어내기""로 주자가 들어옵니다."
story_688,story,0368B2,14,「これは ファールフライ。,「이건 파울 플라이.
story_689,story,0368C0,11,「ファール です。,「파울입니다.
story_690,story,0368CB,20,「おっと スリーバント しっぱい!,"「이런, 스리 번트 실패!"
story_691,story,0368DF,22,「ランナーが かさなって しまいました。,「주자가 겹치고 말았습니다.
story_692,story,0368F5,35,"「きあいの いちげき! {VAR:42}せんしゅの
 どうてん ホームラン!",「기합의 일격! {VAR:42} 선수의 동점 홈런!
story_693,story,036918,18,「{VAR:46}チーム いっきに いきます!,"「{VAR:46} 팀, 단숨에 갑니다!"
name_set6_000,name_set6,03098F,9,ねっけつこうこう,열혈고교
name_set6_001,name_set6,030998,10,はなぞのこうこう,하나조노고교
name_set6_002,name_set6,0309A2,10,ほうりょうこうこう,호료고교
name_set6_003,name_set6,0309AC,16,きりさめじつぎょうこうこう,키리사메실업고교
name_set6_004,name_set6,0309BC,15,はくたかこうぎょうこうこう,시라타카공업고교
name_set6_005,name_set6,0309CB,10,れいほうがくえん,레이호학원
name_set6_006,name_set6,0309D5,17,あいぜんしょうぎょうこうこう,아이젠상업고교
name_set6_007,name_set6,0309E6,9,めいあんこうこう,메이안고교
name_set6_008,name_set6,0309EF,13,こくりゅうざんこうこう,코쿠류잔고교
name_set6_009,name_set6,0309FC,17,ゆめぞのしょうぎょうこうこう,유메조노상업고교
name_set6_010,name_set6,030A0D,9,たにはなこうこう,타니바나고교
name_set6_011,name_set6,030A16,10,はっとりがくえん,핫토리학원
name_set6_012,name_set6,030A20,7,ぜんべい,전미
fullname_000,fullname,030F13,14,すがた さんじゅうろう,스가타 산주로
fullname_001,fullname,030F21,11,いちじょう はやと,이치조 하야토
fullname_002,fullname,030F2C,8,ななせ はるか,나나세 하루카
fullname_003,fullname,030F34,10,たちばな たつみ,타치바나 타츠미
fullname_004,fullname,030F3E,9,あかい しんご,아카이 신고
fullname_005,fullname,030F47,12,かげたに さぶろう,카게타니 사부로
fullname_006,fullname,030F53,9,とどろき ゆう,토도로키 유
fullname_007,fullname,030F5C,12,かざまつり れいじ,카자마츠리 레이지
fullname_008,fullname,030F68,9,はまさき ゆきお,하마사키 유키오
fullname_009,fullname,030F71,10,たかみね のぼる,타카미네 노보루
fullname_010,fullname,030F7B,10,もりもと けんいち,모리모토 켄이치
fullname_011,fullname,030F85,9,さえき じゅん,사에키 준
fullname_012,fullname,030F8E,11,みどりむら まさる,미도리무라 마사루
fullname_013,fullname,030F99,9,にった いしまつ,닛타 이시마츠
fullname_014,fullname,030FA2,4,くにお,쿠니오
fullname_015,fullname,030FA6,7,際際(0F),
fullname_016,fullname,030FAD,9,さおとめ ひかる,사오토메 히카루
fullname_017,fullname,030FB6,9,よしの みつあき,요시노 미츠아키
fullname_018,fullname,030FBF,10,わしお しゅうじ,와시오 슈지
fullname_019,fullname,030FC9,9,さめじま りき,사메지마 리키
fullname_020,fullname,030FD2,9,まえだ とおる,마에다 토오루
fullname_021,fullname,030FDB,10,いしやま かんじ,이시야마 칸지
fullname_022,fullname,030FE5,10,くらた だいご,쿠라타 다이고
fullname_023,fullname,030FEF,10,しみず こういち,시미즈 코이치
fullname_024,fullname,030FF9,11,みたむら しんぱち,미타무라 신파치
fullname_025,fullname,031004,11,こんどう いっかく,콘도 잇카쿠
fullname_026,fullname,03100F,8,あらい しんた,아라이 신타
fullname_027,fullname,031017,8,ごう ひさし,고 히사시
fullname_028,fullname,03101F,9,なかむら なおき,나카무라 나오키
fullname_029,fullname,031028,8,しらい まこと,시라이 마코토
fullname_030,fullname,031030,7,際際(1E),
fullname_031,fullname,031037,7,際際(1F),
fullname_032,fullname,03103E,11,だて ゆうじろう,다테 유지로
fullname_033,fullname,031049,9,しのはら まきと,시노하라 마키토
fullname_034,fullname,031052,9,おおしま たいち,오오시마 타이치
fullname_035,fullname,03105B,11,むらさき こじろう,무라사키 코지로
fullname_036,fullname,031066,12,つじどう まさむね,츠지도 마사무네
fullname_037,fullname,031072,9,なかにし はるな,나카니시 하루나
fullname_038,fullname,03107B,10,ごうだ つよし,고다 츠요시
fullname_039,fullname,031085,11,わかばやし もりお,와카바야시 모리오
fullname_040,fullname,031090,7,ほし たかし,호시 타카시
fullname_041,fullname,031097,12,たけだ ふういちろう,타케다 후이치로
fullname_042,fullname,0310A3,11,もりわき だいさく,모리와키 다이사쿠
fullname_043,fullname,0310AE,10,あまのかわ りょう,아마노카와 료
fullname_044,fullname,0310B8,11,なかじま かずま,나카지마 카즈마
fullname_045,fullname,0310C3,12,おがさわら きんじ,오가사와라 킨지
fullname_046,fullname,0310CF,8,なみき つよし,나미키 츠요시
fullname_047,fullname,0310D7,7,際際(2F),
fullname_048,fullname,0310DE,12,あおた じゅうぞう,아오타 주조
fullname_049,fullname,0310EA,13,かじもと けいいちろう,카지모토 케이이치로
fullname_050,fullname,0310F7,9,のぐち うこん,노구치 우콘
fullname_051,fullname,031100,11,おぐま ひでじ,오구마 히데지
fullname_052,fullname,03110B,10,かんぬき じょう,칸누키 조
fullname_053,fullname,031115,9,おおおか みつる,오오오카 미츠루
fullname_054,fullname,03111E,13,こぶちざわ よしろう,코부치자와 요시로
fullname_055,fullname,03112B,10,さくら きんたろう,사쿠라 킨타로
fullname_056,fullname,031135,10,はなだ みちつな,하나다 미치츠나
fullname_057,fullname,03113F,10,かざおか しろう,카자오카 시로
fullname_058,fullname,031149,10,こだち せいじ,코다치 세이지
fullname_059,fullname,031153,7,すや なおき,스야 나오키
fullname_060,fullname,03115A,7,際際(3C),
fullname_061,fullname,031161,7,際際(3D),
fullname_062,fullname,031168,7,際際(3E),
fullname_063,fullname,03116F,7,際際(3F),
fullname_064,fullname,031176,8,おうじ けん,오지 켄
fullname_065,fullname,03117E,10,みたらい たけふみ,미타라이 타케후미
fullname_066,fullname,031188,10,さわぐち やすお,사와구치 야스오
fullname_067,fullname,031192,10,にしむら なりたか,니시무라 나리타카
fullname_068,fullname,03119C,11,けんどう かずお,켄도 카즈오
fullname_069,fullname,0311A7,9,せんたに ふみや,센타니 후미야
fullname_070,fullname,0311B0,9,たけうち しんや,타케우치 신야
fullname_071,fullname,0311B9,12,なんば やすいちろう,난바 야스이치로
fullname_072,fullname,0311C5,9,かど てるあき,카도 테루아키
fullname_073,fullname,0311CE,10,ねだち かつゆき,네다치 카츠유키
fullname_074,fullname,0311D8,11,せきがわ じゅん,세키가와 준
fullname_075,fullname,0311E3,7,際際(4B),
fullname_076,fullname,0311EA,7,際際(4C),
fullname_077,fullname,0311F1,7,際際(4D),
fullname_078,fullname,0311F8,7,際際(4E),
fullname_079,fullname,0311FF,7,際際(4F),
fullname_080,fullname,031206,10,もちづき しゅん,모치즈키 슌
fullname_081,fullname,031210,10,はやさか りょうま,하야사카 료마
fullname_082,fullname,03121A,10,こばやし まさお,코바야시 마사오
fullname_083,fullname,031224,11,はっとり りゅういち,핫토리 류이치
fullname_084,fullname,03122F,11,はっとり りゅうじ,핫토리 류지
fullname_085,fullname,03123A,10,おにづか たかし,오니즈카 타카시
fullname_086,fullname,031244,10,きのした ただし,키노시타 타다시
fullname_087,fullname,03124E,9,たいら きよふみ,타이라 키요후미
fullname_088,fullname,031257,11,おとなし きょうすけ,오토나시 쿄스케
fullname_089,fullname,031262,10,ごとう せいじ,고토 세이지
fullname_090,fullname,03126C,11,くにたち こうしろう,쿠니타치 코시로
fullname_091,fullname,031277,7,際際(5B),
fullname_092,fullname,03127E,7,際際(5C),
fullname_093,fullname,031285,7,際際(5D),
fullname_094,fullname,03128C,7,際際(5E),
fullname_095,fullname,031293,7,際際(5F),
fullname_096,fullname,03129A,9,こうだ まさみ,코다 마사미
fullname_097,fullname,0312A3,10,さんぼう かねと,산보 카네토
fullname_098,fullname,0312AD,10,すみよし としひろ,스미요시 토시히로
fullname_099,fullname,0312B7,10,おおぐろ すなお,오오구로 스나오
fullname_100,fullname,0312C1,9,かみやま はやと,카미야마 하야토
fullname_101,fullname,0312CA,11,つるかめ ちょうすけ,츠루카메 초스케
fullname_102,fullname,0312D5,9,かみや ひでき,카미야 히데키
fullname_103,fullname,0312DE,8,あいだ りん,아이다 린
fullname_104,fullname,0312E6,9,うめみや ふとし,우메미야 후토시
fullname_105,fullname,0312EF,9,たけした あたる,타케시타 아타루
fullname_106,fullname,0312F8,10,まつおか ばんり,마츠오카 반리
fullname_107,fullname,031302,7,際際(6B),
fullname_108,fullname,031309,7,際際(6C),
fullname_109,fullname,031310,7,際際(6D),
fullname_110,fullname,031317,7,際際(6E),
fullname_111,fullname,03131E,7,際際(6F),
fullname_112,fullname,031325,9,いわき こうじ,이와키 코지
fullname_113,fullname,03132E,8,とのやま ゆう,토노야마 유
fullname_114,fullname,031336,10,やまおか いそろく,야마오카 이소로쿠
fullname_115,fullname,031340,9,やまだ たいき,야마다 타이키
fullname_116,fullname,031349,9,いしげ たけお,이시게 타케오
fullname_117,fullname,031352,10,たこた しょういち,타코타 쇼이치
fullname_118,fullname,03135C,12,かみしま ぜんぞう,카미시마 젠조
fullname_119,fullname,031368,9,きだ まなぶ,키다 마나부
fullname_120,fullname,031371,9,さとなか さとし,사토나카 사토시
fullname_121,fullname,03137A,12,なぎさ ようじろう,나기사 요지로
fullname_122,fullname,031386,10,たかしろ けんご,타카시로 켄고
fullname_123,fullname,031390,7,際際(7B),
fullname_124,fullname,031397,7,際際(7C),
fullname_125,fullname,03139E,7,際際(7D),
fullname_126,fullname,0313A5,7,際際(7E),
fullname_127,fullname,0313AC,7,際際(7F),
fullname_128,fullname,0313B3,9,にし しゅういち,니시 슈이치
fullname_129,fullname,0313BC,10,せのお かずいち,세노오 카즈이치
fullname_130,fullname,0313C6,11,やぶない たかのり,야부나이 타카노리
fullname_131,fullname,0313D1,10,やざわ えいいち,야자와 에이이치
fullname_132,fullname,0313DB,8,つるぎ しん,츠루기 신
fullname_133,fullname,0313E3,9,マイク ヘンリー,마이쿠 헨리
fullname_134,fullname,0313EC,9,しゅう としひろ,슈 토시히로
fullname_135,fullname,0313F5,8,もりた たけし,모리타 타케시
fullname_136,fullname,0313FD,9,むらた ももじ,무라타 모모지
fullname_137,fullname,031406,7,際際(89),
fullname_138,fullname,03140D,7,際際(8A),
fullname_139,fullname,031414,7,際際(8B),
fullname_140,fullname,03141B,7,際際(8C),
fullname_141,fullname,031422,7,際際(8D),
fullname_142,fullname,031429,7,際際(8E),
fullname_143,fullname,031430,7,際際(8F),
fullname_144,fullname,031437,9,やぶき しょう,야부키 쇼
fullname_145,fullname,031440,8,キム ヨンチェ,키무 욘체
fullname_146,fullname,031448,12,はせがわ だいさく,하세가와 다이사쿠
fullname_147,fullname,031454,11,よいち きゅうどう,요이치 큐도
fullname_148,fullname,03145F,10,まゆづき ひろし,마유즈키 히로시
fullname_149,fullname,031469,9,さわむら みちこ,사와무라 미치코
fullname_150,fullname,031472,9,うんの たつひと,운노 타츠히토
fullname_151,fullname,03147B,12,いずみやま たけひさ,이즈미야마 타케히사
fullname_152,fullname,031487,13,ながぶち きゅういち,나가부치 큐이치
fullname_153,fullname,031494,8,そらち まいこ,소라치 마이코
fullname_154,fullname,03149C,13,だいもんじ ごろう,다이몬지 고로
fullname_155,fullname,0314A9,11,よこやま かずとし,요코야마 카즈토시
fullname_156,fullname,0314B4,11,なかつ えいいちろう,나카츠 에이이치로
fullname_157,fullname,0314BF,7,際際(9E),
fullname_158,fullname,0314C6,7,際際(9F),
fullname_159,fullname,0314CD,7,際際(9F),
fullname_160,fullname,0314D4,10,おおつか こうじ,오오츠카 코지
fullname_161,fullname,0314DE,8,やら ひろまさ,야라 히로마사
fullname_162,fullname,0314E6,10,よこお ひでゆき,요코오 히데유키
fullname_163,fullname,0314F0,10,ごだい すすむ,고다이 스스무
fullname_164,fullname,0314FA,10,ほくと げんいち,호쿠토 겐이치
fullname_165,fullname,031504,11,とよだ あきのぶ,토요다 아키노부
fullname_166,fullname,03150F,11,よしだ しゅうへい,요시다 슈헤이
fullname_167,fullname,03151A,11,ひゅうが えいじ,휴가 에이지
fullname_168,fullname,031525,10,みさわ きょういち,미사와 쿄이치
fullname_169,fullname,03152F,11,さかもと ひであき,사카모토 히데아키
fullname_170,fullname,03153A,7,際際(AB),
fullname_171,fullname,031541,7,際際(AC),
fullname_172,fullname,031548,7,際際(AD),
fullname_173,fullname,03154F,7,際際(AE),
fullname_174,fullname,031556,7,際際(AF),
fullname_175,fullname,03155D,7,際際(AF),
fullname_176,fullname,031564,10,もちづき つかさ,모치즈키 츠카사
fullname_177,fullname,03156E,10,にのくるわ やすけ,니노쿠루와 야스케
fullname_178,fullname,031578,9,やまもと かんた,야마모토 칸타
fullname_179,fullname,031581,13,いがさき えいじゅん,이가사키 에이준
fullname_180,fullname,03158E,9,きど はずき,키도 하즈키
fullname_181,fullname,031597,10,さなだ らんまる,사나다 란마루
fullname_182,fullname,0315A1,8,たらお むさし,타라오 무사시
fullname_183,fullname,0315A9,9,こうやま たもつ,코야마 타모츠
fullname_184,fullname,0315B2,11,みくも きょうしろう,미쿠모 쿄시로
fullname_185,fullname,0315BD,9,つげ らいじ,츠게 라이지
fullname_186,fullname,0315C6,10,さだ とびまる,사다 토비마루
fullname_187,fullname,0315D0,7,せき きいち,세키 키이치
fullname_188,fullname,0315D7,7,際際(BD),
fullname_189,fullname,0315DE,7,際際(BE),
fullname_190,fullname,0315E5,7,際際(BF),
fullname_191,fullname,0315EC,7,際際(BF),
fullname_192,fullname,0315F3,11,クリート ボウマン,쿠리토 보만
fullname_193,fullname,0315FE,10,オビー テイラー,오비 테이라
fullname_194,fullname,031608,14,ゴードン バーバー,고돈 바바
fullname_195,fullname,031616,13,ブレット マスターズ,부렛토 마스타즈
fullname_196,fullname,031623,16,ゴーファー アンドリュース,고파 안도류스
fullname_197,fullname,031633,9,ランス ターナー,란스 타나
fullname_198,fullname,03163C,11,フラッシュ ハンター,후랏슈 한타
fullname_199,fullname,031647,13,ライアン サンダーズ,라이안 산다즈
fullname_200,fullname,031654,13,テューク オブライエン,튜쿠 오부라이엔
fullname_201,fullname,031661,12,ヒーター バーンズ,히타 반즈
fullname_202,fullname,03166D,11,トリー スナイダー,토리 스나이다
fullname_203,fullname,031678,13,スライダー ドーリー,스라이다 도리
fullname_204,fullname,031685,12,アレックス ハーパー,아렛쿠스 하파
fullname_205,fullname,031691,9,デニーマッケイ,데니맛케이
fullname_206,fullname,03169A,8,リッチ キーン,릿치 킨
fullname_207,fullname,0316A2,7,際際(CF),
staff_000,staff,031771,13,もけけ.SEKIMOTO,
staff_001,staff,03177E,11,S.TAKEUCHI,
staff_002,staff,031789,12,N.NISHIMURA,
staff_003,staff,031795,8,Y.NANBA,
staff_004,staff,03179D,7,B.SUYA,
staff_005,staff,0317A4,10,T.OBINATA,
staff_006,staff,0317AE,12,Y.MATSUMOTO,
staff_007,staff,0317BA,11,G.FUKUHARA,
staff_008,staff,0317C5,8,T.SAITO,
staff_009,staff,0317CD,10,M.YOSHIDA,
staff_010,staff,0317D7,8,Y.OKADA,
staff_011,staff,0317DF,7,H.SATO,
staff_012,staff,0317E6,11,I.KANAKUBO,
staff_013,staff,0317F1,9,T.NAMIKI,
staff_014,staff,0317FA,10,E.NAKATSU,
staff_015,staff,031804,8,K.OGATA,
staff_016,staff,03180C,9,M.SHIRAI,
staff_017,staff,031815,11,S.ISHIGURO,
staff_018,staff,031820,12,M.TANIGUCHI,
staff_019,staff,03182C,8,T.OZAWA,
staff_020,staff,031834,10,K.OKAMOTO,
staff_021,staff,03183E,7,T.MORI,
staff_022,staff,031845,11,K.NAKAMURA,
staff_023,staff,031850,10,K.NEDACHI,
staff_024,staff,03185A,11,J.SEKIKAWA,
staff_025,staff,031865,10,K.OHTSUKA,
staff_026,staff,03186F,12,T.IZUMIYAMA,
staff_027,staff,03187B,11,M.KATAGIRI,
staff_028,staff,031886,10,N.IMAGAWA,
staff_029,staff,031890,8,T.URABE,
staff_030,staff,031898,11,R.ASHWORTH,
staff_031,staff,0318A3,9,C.IIZUKA,
staff_032,staff,0318AC,10,K.KATAOKA,
staff_033,staff,0318B6,9,R.UEHARA,
staff_034,staff,0318BF,5,CUBE,
staff_035,staff,0318C4,11,M.KANAMONO,
staff_036,staff,0318CF,8,SHIRAKO,
staff_037,staff,0318D7,9,M.HOSAKA,
staff_038,staff,0318E0,12,DIRECTED BY,
staff_039,staff,0318EC,14,PROGRAMMED BY,
staff_040,staff,0318FA,16,B.G DESIGNED BY,
staff_041,staff,03190A,22,CHARACTER DESIGNED BY,
staff_042,staff,031920,18,MUSIC COMPOSED BY,
staff_043,staff,031932,16,S.E COMPOSED BY,
staff_044,staff,031942,20,SOUND PROGRAMMED BY,
staff_045,staff,031956,26,PACKAGE ILLUSTRATIONED BY,
staff_046,staff,031970,18,SPECIAL THANKS TO,
staff_047,staff,031982,6,STAFF,
staff_048,staff,031988,12,PRODUCED BY,
staff_049,staff,031994,14,TECHNOS JAPAN,
school_000,school,0319D6,5,ねっけつ,열혈
school_001,school,0319DB,6,はなぞの,하나조노
school_002,school,0319E1,6,ほうりょう,호료
school_003,school,0319E7,5,きりさめ,키리사메
school_004,school,0319EC,5,はくたか,시라타카
school_005,school,0319F1,5,れいほう,레이호
school_006,school,0319F6,6,あいぜん,아이젠
school_007,school,0319FC,5,めいあん,메이안
school_008,school,031A01,9,こくりゅうざん,코쿠류잔
school_009,school,031A0A,6,ゆめぞの,유메조노
school_010,school,031A10,6,たにばな,타니바나
school_011,school,031A16,5,はっとり,핫토리
school_012,school,031A1B,7,ぜんべい,전미
